Tweet,emociones_merged
Why do a certain section threaten war and spit fire and brimstone each time they hear the words “restructuring” and “self-determination”?..,"['anger', 'disgust', 'fear']"
"The entire Universe outside our galaxy could completely disappeared over 20,000 years ago and we still wouldn't know it yet.. #terrifying","['fear', 'pessimism']"
@SheenKL I assume the manga is #good?,"['anticipation', 'joy', 'love', 'optimism', 'trust']"
"[ @TheChicMystique ] — hurting badly and that he can't just leave him like that. Angry and heartless. ]\n\nI promise you that I'll be back, —","['anger', 'sadness']"
I just watched the video that i took at troye's concert last year during happy little pill and now im crying i miss him @troyesivan 😭,sadness
So disappointed in myself for spending £50 on an outfit for meeting a boy #noselfcontrol #nervous,"['anger', 'disgust', 'fear', 'sadness']"
Julia and I are finally going to be able to meet PTX #crying,"['joy', 'optimism']"
@chlobiddzx It will come good babe don't worry 😘😘,"['joy', 'love', 'optimism']"
@AmandaHolden Lovely photo Amanda! #summerhols #carefree,"['joy', 'love', 'optimism']"
Sarah is a complete lunatic. How Chad is still giving her his time is beyond me. #cbb #mad #crazy,"['anger', 'disgust']"
I swear to god my husband is gonna get us murdered by someone with road rage because he drives like he's in the Indy 500,"['anger', 'fear']"
It was at least boiling temperature last night.,pessimism
Great...So I got up at 5am only to discover that my Amazon Prime Day deal was $30 more than the regular price. 😡,"['anger', 'disgust']"
@LoveMyFFAJacket FaceTime - we can still annoy you 😂,"['anger', 'joy', 'love']"
It’s lack of #faith that makes #people #afraid of #meeting #challenges …\n\n#MuhammadAli,fear
By the way...in case you didnt know...joshuas goin out tonight...to take the trash out and then play blues at ever us 6.75,joy
Letting go of anger is key to happiness. Please help me let go of these angry feelings. #happiness #anger,"['anger', 'joy', 'optimism']"
"Baby, I'm dancing in the dark","['anticipation', 'joy', 'love', 'optimism', 'surprise']"
@niaamh It's horror stories like that that make me so greatful ☺️,"['fear', 'joy']"
@SaikalyJihad @RimaNJEIM Best birthy day sexy Rima l'wish to you a happy life,"['joy', 'love', 'optimism']"
Not letting anyone anger me or change who I am.,"['anger', 'optimism']"
"@ehtesham_toi @RaviShastriOfc unfortunate decision, our players are more of superstars than cricketers. BCCI scared of their tantrums.",fear
"Repeated terror attacks,no1 can define the religion of terrorists.\n1 guy arrested,Terrorists/ism got it's religion.","['anger', 'disgust', 'fear']"
If God had a plan he would've made already #discouraged,"['disgust', 'pessimism', 'sadness']"
me when my friends are sad: basically becomes a psychiatrist\nmy friends when im sad: ok #funny #lol,"['joy', 'love', 'sadness']"
@actor_nithiin Happy birthday Manisharma sirr............... Have a great year head,"['joy', 'love', 'optimism']"
@vivaonline Oh schade 🙁,"['disgust', 'pessimism', 'sadness']"
@PuddlesPityP once again you have made me a very happy woman! Thx P and Casey. Sigh. #worththewait #cry #beyootifulll,"['joy', 'love', 'optimism']"
We need but little learning to live happily - Michel de Montaigne #quote #philosophy #wisdom #wisewords #mentalhealth #psychology #anxiety,"['fear', 'optimism', 'sadness']"
I'm soooo annoyed. Wait to start my morning.,"['anger', 'disgust']"
Chopper &lt;&lt;Dammit! Just sink already!&gt;&gt;,"['anger', 'disgust']"
Last Sunday YouTube glitch making me lose up to 20 subs is heartbreaking for a channel my size! Nearly at 1K though #1Ksubs #youtube soon 😀,"['joy', 'sadness']"
@NRO @Acosta @CNN @realDonaldTrump remember when NRO gave CNN grief about their relentless HC email crusade? me either.,"['anger', 'sadness']"
"If you guys want a super inhealthy, but delicious snack, @cheezit dipped in cream cheese is the way to go 👌🏼👌🏼 #delicious #preggocravings","['joy', 'love', 'optimism']"
"#WalkingSideBySide: Great marriages built on #forgiveness &amp;truthfulness; bad marriages on #resentment, bitterness, #deceit &amp;unfaithfulness.","['anticipation', 'optimism', 'sadness']"
There's nothing interesting here besides of retweet for follow #annoyed 😣😣,"['anger', 'disgust']"
462 appearances in PL and 200 goals!! 2.31 games per goal. That's very nearly a goal in every 2 games #crap 😂😂 🙄🙄🤔🤔 #Rooney,"['anger', 'disgust', 'sadness', 'surprise']"
"Just watched @JoeNBC on @colbertlateshow -- &amp; have to say... I'm in awe. What hair products is he using, @greggutfeld ?? #beautiful #jealous","['anger', 'joy', 'love']"
@ThePerfectBrit || I smell your fear.,"['anticipation', 'fear', 'optimism']"
@morninggloria I came for the 'damn boy' jokes but stayed because you are great at your actual job 👍🏾,"['anticipation', 'joy', 'optimism', 'surprise']"
"Theme of week: Ask the Lord for strength &amp; perspective to persevere in #integrity and effort, despite being #disheartened &amp; disappointed.","['joy', 'optimism', 'sadness']"
"@mayusteapot Ok, what I'm doing is better than that 😆","['joy', 'optimism']"
"Just finished #TheKeeperOfLostThings.  Incredible, #charming #book!  LOVED it!! @ruthmariehogan  You weave story telling magic!  LOVE!!!!","['joy', 'love']"
"Listening to these refugee children, barely a decade old, describe the horrific acts they were forced to commit is terrifying. #DatelineSBS","['anger', 'disgust', 'fear', 'sadness']"
"The blackest abyss of despair, Alonzo",sadness
Yes @itv2 @LoveIsland putting that Angel @MikeThalassitis back in the villa was the best move #revenge #returnofthemike #LoveIsland #hot,"['anger', 'joy', 'surprise']"
@Mywifestyles Thank you for following me. Please read my astonishing (e)book #FlightOfALifetime; you’ll be very glad you did #happy #smiles,"['anticipation', 'joy', 'love', 'optimism']"
Why are girls so bad at letting shit go? That's prolly why they're moody. They're all built up with grudges and anger and regret. 😂,"['anger', 'disgust']"
Afridi !!! 100 off 42 !! #mad,"['anger', 'disgust']"
@elebelfiore Isn't it always about control and mistrust?,"['anger', 'anticipation', 'disgust', 'pessimism', 'surprise']"
@brownjayson @MylesGorham85 I subscribe to this same philosophy but then drafted Michael Floyd anyways because I'm #bad at this,"['anger', 'sadness']"
If you build up resentment in silence are you really doing anyone any favors,"['anticipation', 'disgust']"
"Jamessssss 😭 good bye my dear, it's been a pleasure having you","['joy', 'optimism', 'sadness']"
"If you are going to be a nurse, learn to be a nice patient person, Jesus 🙃 ","['anticipation', 'joy', 'optimism', 'trust']"
You take a sharp right and stumble on a slavering phoenix whose see-through negligée and empty eye sockets will haunt your dreams forever.,fear
@dynamicgaby @vinceScastro BUT did you get a FREE planner? I don't think so 😤  #CSUF #mofuckintitans,"['anger', 'disgust', 'sadness']"
+ cant get to tell them what will offend them or not,"['anger', 'disgust']"
There's still sadness and hatred pero i do feel better than yesterday.,"['anger', 'optimism', 'pessimism', 'sadness']"
A trip to the dentist never gets any easier!! #nervous,fear
"Wow! Today, totally seeing alot of #mean #people out in this #world! Turn it around and #start cultivating #kindness! #SuccessTRAIN #warrior","['disgust', 'joy', 'optimism']"
"Wrapped In This Burrito, Gotta Sweat This All Out 😰","['anticipation', 'optimism', 'sadness']"
"Even in an incomplete state, the Ten-Tails possesses immense physical strength and is remarkably fast, despite its tremendous size.","['joy', 'optimism', 'surprise', 'trust']"
🇿🇦has become a place where people even the most timid of us all are baying for blood around every corner.,[]
"@neobrainless So... Lots of pretty coloured blobs of sugar? I mean I'm willing to try it, I'm just not sure I understand the point of it 😅","['joy', 'optimism']"
Really don't want my mom to go back home 😢 😢 😢 😢 😢 😢 😢  #gutted #crying #miserable #why,sadness
Nah but as a governor how do you call someone a bum &amp; that you love calls from 'communist in Montclair' ? 😂 #crying,"['anger', 'disgust', 'sadness']"
@jaassiieeeee I will not fall to the dark side😂😂,joy
Protesters in Brazil are burning effigies of their President. He and some of his cabinet are under investigation for corruption. #sabcnews,"['anger', 'sadness']"
"@vinsquat67 It was indeed, I was raging at the verdict. Can't imagine how the poor lassies family felt.","['anger', 'disgust']"
@620wtmj Seriously @620wtmj !? This is news to you?!? #sad \n\nWhy not focus on important issues??,"['pessimism', 'sadness']"
@ShiraChess @UMinnPress Congratulations on your book. It looks tremendous!,"['joy', 'love', 'optimism']"
"Africa has unique and tremendous problems with war, overpopulation, starvation and tribalism which makes moving Africa forward hard.","['disgust', 'sadness']"
@CTAFails @cta is it ok for your drivers to smile not open the door and drive off ,"['anger', 'disgust']"
Do people notice that only saying 'You're so pretty' when I have make-up on. Is offense! \n&amp; I take note that they never say it when I don't.,"['anger', 'disgust', 'sadness']"
HAPPY BIRTHDAY! :D,joy
@President1Trump The ignorance of the left is shocking,"['anger', 'disgust', 'surprise']"
@Chawndi @YouTube can i ask im trying to pout a code on csgo roll i cant when i pout the code its red color.. help pls,"['anticipation', 'disgust', 'pessimism', 'sadness']"
@who_cares_nvm The destroying of my memory is my goal so ECT might work. Or a zapper thingy like in Men in Black. Or Dumbledore's pensive.,"['anger', 'disgust']"
@Ker_Anderson Maybe this evening if I can 😀,"['joy', 'optimism']"
Totally scare for this upcoming results .,fear
@junkersquawker Oh lords. That would have had my blood boiling,"['anger', 'disgust']"
"#lol #funny #comedy #sarcasm me: i don't care :)\n\nme, one second later: *starts crying*","['joy', 'pessimism', 'sadness']"
@jewleree @GameOfThrones Lmao night king smiles 😂,"['joy', 'optimism']"
@smolchika ya and kind of depressing if you think about it\n!,"['pessimism', 'sadness']"
"Fed up of false info from @VodafoneIN mini store, pls hire or franchise ur mini stores to serve customers, not to threaten or force them!","['anger', 'disgust', 'fear']"
"@itskaiouji Noooo, Sunbae-nim! Don't tease me like that- 😤",anger
"@thatradiogeek That is a tremendous thing to wake up to and read, man. Glad to hear it, as we need WAY more people helping with this.","['joy', 'optimism']"
@FabianisWailea No. No i did not. ,[]
@iamjpk @NameisNani what the phd!  eesav gattiga 😆,joy
Yesterday is gone thats an old song the new song is live 4 today and get #pizza #live #love #laugh #WednesdayWisdom #follow @THELYRICALB 🍕,"['joy', 'optimism']"
@0510Keisuke devour the unborn\nhuman rejection\nfrom wrath to ruins,"['anger', 'disgust']"
@bxchpls03 U so lucky ahu 😭,"['joy', 'love']"
Each of us have varied #talents #gifts &amp; #abilities If we #all #work #together #we can #help #make the #world a #better &amp; #brighter #place,"['joy', 'love', 'optimism']"
I need to study up on celebrities' birthdays bc my heart almost stopped when I saw Harrison Ford trending... 😯 #relieved,"['joy', 'love']"
"His interlocutor burst out laughing several times at his answers; and more than ever, when to the question, ‘ whether he had been cured?�","['joy', 'optimism']"
Damn I'm tired as hell I never get a off day during the week anymore 😭 I wanna call in so bad but these lil 60 hrs sounds so good.,"['anger', 'disgust', 'sadness']"
@GILMONK1 Maybe to stand in the field to scare away the crows,fear
Got woken up by a road sweeper I was trying to sleep ,"['anger', 'sadness']"
@The_Lucbomber @EtikaWNetwork Etika is polneraffs long lost brother confirmed,"['anticipation', 'surprise']"
a lot of universities actively discourage even just one part-time job because it has a negative impact on studies--,disgust
The JJPH ADMIN SEARCH will start on Friday!!! How excited are you?,"['joy', 'optimism']"
@maidinaustralia D: That's horrid. *hugs*,"['anger', 'disgust', 'joy']"
Everytime I think my life is getting better it never comes through #sadly,"['pessimism', 'sadness']"
Failure is a part of success. You can't experience the joy of success with also experiencing failure. #bethehero #success #failure #joy,"['joy', 'optimism']"
and i shouldve cut them off the moment i started hurting myself over them :o,"['anger', 'disgust', 'sadness']"
"It could be soul-crushing despair, but it also might just be the marshmallows I had for breakfast",sadness
"Don't let hatred grow in you, otherwise everything in your life will be affected. It will distract &amp; anger you. It will often end in regret.","['anger', 'disgust']"
"@Argos_Online customer service is dreadful, phone bill is huge and get passed from person 2 person and keep taking money off my card #idiots","['anger', 'disgust']"
