Tweet,emotions_merged
@DPD_UK apparently u left a calling card... @ which address cos it certainly wasn't the address u were supposed to be delivering 2!!! #awful,anger
When you get a 3/3 in origin tipping ,joy
nothing better than going on holiday when the weathers grim at home,joy
Some people are so irrational! #irritated 😒,anger
Well done to all the year 6's at @HarlescottJrSch in their leavers concert today you were #amazing #confident #funny #notadryeyeinthehouse 😍,joy
Without #laughter life on our planet would be intolerable.,joy
"Library vendors sometimes really irritate me, esp. when a new owner has little commitment to what was once a great product + poor manners.",anger
'The happiest moments in life are not actually spent laughing or smiling the whole time with so many people around.'\n#JonaxxBBTWKab39,joy
Those people's #crying who don't usually cry is really #gloomy,sad
It was a great feeling being able to cheer you on while you passed me at your second bike loop this weekend. Great race @SebastianKienle !,joy
Unfortunately listening to @TodayFM's @cooper_m (as good as his show is) actually makes me want to emigrate  #worstgovernmentever,anger
Tooth was not lettin me sleep last night #restless,sad
"Here in South Bend, IN, Quad Cities River Bandits leading the SB Cubs 3-0. Organist v fond of   'Master of the House' from 'Les Miz.' #sadly",sad
My parents seen how sad I was n offered to pay the 1st 3 months in rent when he comes home til he get straight 😂😂😂😂 #blessed ❤️,joy
@Bemannn UGH I can't even contain my excitement!! 😍,joy
I love #tattoos but seriously #justtattooofus that's just #revenge &amp; it's #permanent for life not sure it's worth the #5mins of fame 🤔,anger
"Music is so empowering. \nit can literally bring people tears, smiles, laughter, and so many emotions",joy
Roses are pine green buttercups are aliceblue sugar is sweet and so on,joy
"@ghibIiyoongi happy birthday love!! 🎉🎁 i hope you're having the best day, i'm glad we met💕",joy
i'll never delete someone off facebook. it gives them a satisfaction that someone intimidated and i most certainly am not.,joy
"One arm around my waist, hand down my crouch to pull me towards yourself with. You behind my back, jeans around your ankles you inside",joy
party tattoos by dodie has become my cheer up song ✨,joy
So I now have 3 pairs of shit arsehole neighbours; Any advice? #noisy #norespect #bigbuilding #awful #killinginthenameof,anger
Make her burst into laughter bcs of you.,joy
@daiyantrisha Then dont disappoint them 😂,sad
An early night for me love you ,joy
"@LordeWorldRU @lordelive Ur so welcome buddy, u kids were awesome 😘",joy
@tonyposnanski Putin told him not to.  #heylookatthedistraction,anger
This officer is a hero! 👏 #dogs_of_instagram #adorable #doglovers,joy
"Yeah i might look weak when i forgive, but you know what? I pity more on those who hold the rage, hatred &amp; revenge inside.",anger
@HunRaKai Are u going to see her in the airport? 😃,joy
"The #eclipse is boring. Check out @MikeOMearaShow , or @TPerkShow , or @robandjoeshow , or @robbandkatie. These shows aren't boring. ",joy
@Borovvicka 😂😂 i love ur angry comments,joy
i was more happy and excited about mamapink's interactions with each other than i was about any of their wins i gtg,joy
"Another cup of coffee with cookies and smart, intelligent, brilliant ,the best  #attorneysatlaw . What can I do? God made us! #happy",joy
@BeckAdlington Always saddens me when marriage doesn't work. It's never helps when people get involved and start twisting things too..,sad
"You are MINE, my baby, my headache, my love, my smile, my frown, my wrong, my right, my pain, my happiness, my everything.",joy
Good morning. ❤️ Start every #morning by waking up and thinking of the things you're #grateful for. 🙏 #goodmorning,joy
'She's alway been an achiever'\nI feel like I'm not.\n #thoughts ,sad
@SueLeibman Just got an audition for a lead role in a #SAGFilm #actor #moviestar #awesome #happy  @IMDb #Me #RT,joy
#sad #realDonaldTrump #faketweets: Working hard to get the Olympics for the United States (L.A.). Stay tuned! #cnn,sad
"@responficient11 there would likely have been signs. But let her grieve. It's not your yen yen yen, after all.",sad
I really want a fucking knife that I'm not afraid to use!,anger
A beautiful day starts with you being cheerful and letting the #joy of the #Lord spring out of you &lt;3\n\nNelly Cruz,joy
So I'm pretty sure the @Indians are the MVP of the @AllStarGame  #defense #pitching,joy
"Finally its time, i have a cuppa n its time to watch what i already know will be an epic ep of Game of Thrones #bliss",joy
"@HighElfBitch &gt; She strikes out again, a slap, then another, advancing, furious, spitting every word. 'Dosph'natha waela lotha ligrr lu'dos&gt;",anger
Happy bday @Dineo_Jazzz . You legit the big sister I never had 😌 have an amazing day dude 🙏🏽,joy
@Impeach_D_Trump I was wondering earlier how much NPD rage has been slung at Jr. because he's not as cocky as usual. Lol Hopefully a lot.,anger
You choose your mood on weather you're going to be a #blessing or be rude..,joy
"I still think of you\njust to check\nif it still hurts.\nYes, it does!💔  #selenophile😌😌😌",sad
Happy 1 year anniversary to me &amp; my shawty❤️😭🌸 it's been an amazing year together.,joy
"#PMDD symptoms: Feelings of #sadness or #despair, or even thoughts of suicide.",sad
Whether my glass is half empty or its half full. I'm just grateful I even have a glass and that there's something in it.\n #optimism 🤔,joy
"5,877 #impressions over the last 24 hours. I've had an insightful #pleasure enlightening you all today, I hope I have been of #service. #USA",joy
"#TrumpRally : divisive, rude, incoherent. This man is truly insane. #terrifying #ridiculous I am an Arizonan Against Trump.",anger
"@danabente Well, thank you. Sincerely 😊",joy
@dngokingyok They are my hetero guilty pleasure 😂,joy
"'First they #ignore you , then they #laugh at you , then they #fight you , then you #win' #Gandhi",joy
@kristeen_battle Your AVI♥♥♥A-one #smile #hairstyle #pretty,joy
You can clearly appreciate the sub-harmonics in both...-ONE💯😂😂😂👍🏿 ,joy
@jacksfilms the emoji movie doesnt have a midnight premiere where i live this is an attack #EmojiMovie #midnightpremeire #outrage,anger
@tarabrazil2 Guess who got a ghd now😃😃 no need to dread coming up and getting ready in mine with my boots straighter,joy
"Dear fellow #humans do not fall in #despair ! Soon we'll #drink #beer in #satanists élites skulls, #celebrating #end of #kakocracy 🐬",joy
I'm so sorry\nfor so many things\nI never say it\nmy burden to bear\nSo tired of talking\neven dreams grow stale\nMadness a relief\nto my #despair?,sad
@TerraJole is a bully.  plain and simple. ,anger
"@FlamingGrillby 'my own mistakes?' Grisk asked - well, more of a growl 'My mistakes meant that I could /learn/ from them and improve!'",joy
"#AmazonPrimeDay2017 is basically my new favorite holiday.  GPS watch, food storage, pet toys, books acquired! @amazon #happy #shopping",joy
Bitch do not offend me.,anger
Majka didn't start  :(,sad
"Idiot, @realDonaldTrump, says dumb stuff about his idiot son.  #shocking #TheAppleDoesntFallFarFromTheTree",anger
Sam all she fuckin said was about you meeting her rents on Friday which WAS GOING TO HAPPEN ANYWAY YOU DICK #cbb #cbbfinal #arsehole,anger
"We may always rejoice, if we will only keep our head a little raised above the flood of human things. -St. John Chrysostom #quotes #joy",joy
@BlackPilledPete McCain is revolting,anger
"@call_me_salome I really, really hope my kidney holds up ",fear
Real happiness comes from the person who you truly love the most.. 😍 #071117,joy
Nothing better than a clear head #smiles all round,joy
"@ToddWestervelt Psalm 109:17\nAs he loved #cursing, so let it come to him; As he did not #delight in #blessing, so let it be far from [1/2]",joy
"Do you ever fall asleep before you set your alarm, but then the Lord wakes you up on time anyways 🙌🏻 #WontHeDoIt",joy
Nothing fuels my daily anger and hatred like a bus driver who stops at a yellow light,anger
"@markaw214 @appleofeden_3 @jjasq @XxPLWxX Ring a ring of roses isto do with the plague, Im sure that will offend someone",anger
"@camiIasvibe happy birthday girly. hope you have an amazing day, and I wish you a year of happiness and success 💞",joy
@waglenikhil don't worry we will take revenge u plan to run naked first .. when r u doing it ... We are showing ur hypocrisy,anger
Why am I listening to Trump when #BachelorInParadise is suppose to be on...get this crap off my TV! #ugh ,anger
It's hard to get me mad but when I'm mad I hold a grudge,anger
#UKVI why are you so difficult to access? And why on earth am I being charged exorbitant amounts to understand about my visa status?!  #crap,anger
@itsjohnjosh yessss!!! i'm so glad 😊,joy
@Shaftesbury_LRC Genius! Love the poster 😃. The #excitement is on for next Monday 😃,joy
I am #extremely #talented and had #manyexperiences people wouldn't #wish #for and #dread yet had amazing moments too... #life #psychic,joy
Trump's a Magician.\nBut the Prestige keeps being NOTHINGBURGERS AGAIN\nAnd the idiots keep foaming at the mouth in packs over it..,anger
"@FairtradeUKNews @adamawine Wishing you a joyful day with great food, wine and company 👌",joy
@katymilligan @LimerickArts @creativeirl @Limerick_ie BTW - lunch is included in the ticket price #yummy #food,joy
@myouimina U r but idk to what extent u can go with teasing me 😃 u love it too much.,joy
"Hello everyone! it's 6:30 in the #morning, the #sun is just rising in #DominicanRepublic, hope you have a great #day #today! keep .",joy
"@xSynYT no offense but one of my friend watches you and calls you his 'Synpie' which i have no idea why but, he watches your videos",joy
See a TrueTwit\nwho's smiling so brightly.\nWell we reckon we're cool\nand we reckon rightly!!,joy
@GraysonDolan Happy Tuesday Gray ❤❤❤ #excited,joy
@Skyscanner horrified to learn that I cant change/exchange by flight to Lisbon 6 weeks before departure!!!! #omegaflightstore £200 ,anger
@tweetheart2017 @s_cala @Tooda @DonaldJTrumpJr @JamesESmithJr34 Being #gay is not an #insult,anger
happy birthday bb! i hope u had an amazing birthday 🎉 @ultsdonghan,joy
@MarcMero Happy Anniversary!! Have a great day!!,joy
@Independent He will be jeered even more by next year. Doesn't seem to get it that every last European including Brits think he is dreadful,anger
"Do what makes you happy, be with who makes you smile, laugh as much as you breathe, and love as long as you live! #f4f",joy
Day 10 !!!! #milestone #sober slept 12 hours last night rather than my usual 6 my body made me had no choice.,sad
Feeling #grateful for the @davidlynchfoundation.la for teaching us how to meditate. Happy #WellnessWednesday! #justbreathe #foreverwellness,joy
@BachParadise  #DeMario was a player but even an allegation of #sexualassault will ruin a life. Be damned sure it's true. #heartbreaking,sad
